ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001934737-24-000009	1653447	OPTIONS		0.01				12-JAN-2024		12-JAN-2029		COMMON		5000000.0				5000000.0				D			
0001934737-24-000009	1653446	WARRANTS		0.01				30-MAY-2022		30-MAY-2027		COMMON		30000000.0				30000000.0	F1			D			
0001934737-24-000009	1653448	OPTIONS		0.01				12-JUL-2024		12-JAN-2029		COMMON		5000000.0				10000000.0	F2			D			
0001415889-24-009320	1653501	Class B Common Stock		0.0					F9		F9	Class A Common Stock		1286597.0				1286597.0				I		See footnote	F15
0001415889-24-009320	1653498	Class B Common Stock		0.0					F9		F9	Class A Common Stock		250000.0				250000.0				I		See footnote	F12
0001415889-24-009320	1653502	Class B Common Stock		0.0					F9		F9	Class A Common Stock		790328.0				790328.0				I		See footnote	F16
0001415889-24-009320	1653499	Class B Common Stock		0.0					F9		F9	Class A Common Stock		250000.0				250000.0				I		See footnote	F13
0001415889-24-009320	1653500	Class B Common Stock		0.0					F9		F9	Class A Common Stock		250000.0				250000.0				I		See footnote	F14
0001415889-24-009320	1653503	Class B Common Stock	F17		F18				F9		F9	Class B Common Stock		295466.0				295466.0				D			
0001415889-24-009320	1653497	Class B Common Stock		0.0					F9		F9	Class A Common Stock		250000.0				250000.0				I		See footnote	F11
0001415889-24-009320	1653496	Class B Common Stock		0.0					F9		F9	Class A Common Stock		790328.0				790328.0				I		See footnote	F10
0001735276-24-000033	1653543	Performance Stock Option 2017 (right to buy)		119.13				11-FEB-2021		01-MAR-2028		Common Stock		9000.0								D			
0001735276-24-000033	1653544	Stock Option  (right to buy)		85.0					F2	28-FEB-2029		Common Stock		16250.0								D			
0001735276-24-000033	1653545	Stock Option  (right to buy)		97.72					F2	07-DEC-2025		Common Stock		6667.0								D			
0001735276-24-000033	1653551	Stock Option  (right to buy)		190.01					F2	27-FEB-2033		Common Stock		10352.0								D			
0001735276-24-000033	1653550	Stock Option  (right to buy)		152.61					F2	01-MAR-2034		Common Stock		9279.0								D			
0001735276-24-000033	1653549	Stock Option  (right to buy)		151.59					F2	24-FEB-2031		Common Stock		15692.0								D			
0001735276-24-000033	1653546	Stock Option  (right to buy)		118.05					F2	26-FEB-2030		Common Stock		14580.0								D			
0001735276-24-000033	1653547	Stock Option  (right to buy)		119.13					F3	01-MAR-2028		Common Stock		9000.0								D			
0001735276-24-000033	1653548	Stock Option  (right to buy)		147.47					F2	23-FEB-2032		Common Stock		20382.0								D			
0001415889-24-009316	1653598	Class B Common Stock		0.0					F9		F9	Class A Common Stock		250000.0				250000.0				I		See footnote	F16
0001415889-24-009316	1653597	Class B Common Stock		0.0					F9		F9	Class A Common Stock		250000.0				250000.0				I		See footnote	F15
0001415889-24-009316	1653596	Class B Common Stock		0.0					F9		F9	Class A Common Stock		250000.0				250000.0				I		See footnote	F14
0001415889-24-009316	1653595	Class B Common Stock		0.0					F9		F9	Class A Common Stock		1286597.0				1286597.0				I		See footnote	F13
0001415889-24-009316	1653594	Class B Common Stock		0.0					F9		F9	Class A Common Stock		790328.0				790328.0				I		See footnote	F12
0001415889-24-009316	1653593	Class B Common Stock		0.0					F9		F9	Class A Common Stock		790328.0				790328.0				I		See footnote	F11
0001415889-24-009316	1653592	Class B Common Stock		0.0					F9		F9	Class A Common Stock		1283986.0				1283986.0				I		See footnote	F10
0001415889-24-009316	1653599	Class B Common Stock	F17		F18				F9		F9	Class B Common Stock		355983.0				355983.0				D			
0000752642-24-000037	1653463	UMH Properties, Inc.		12.94				10-DEC-2019		10-DEC-2028		UMH Properties, Inc.		25000.0				25000.0				D			
0000752642-24-000037	1653464	UMH Properties, Inc.		15.75				09-JUL-2019		09-JUL-2028		UMH Properties, Inc.		10000.0				10000.0				D			
0000752642-24-000037	1653465	UMH Properties, Inc.		13.09				02-APR-2019		02-APR-2028		UMH Properties, Inc.		1000.0				1000.0				D			
0000752642-24-000037	1653458	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		75000.0				75000.0				D			
0000752642-24-000037	1653459	UMH Properties, Inc.		23.81				08-FEB-2023		28-MAR-2032		UMH Properties, Inc.		78100.0				78100.0				D			
0000752642-24-000037	1653460	UMH Properties, Inc.		22.57				14-JUL-2022		14-JUL-2031		UMH Properties, Inc.		100000.0				100000.0				D			
0000752642-24-000037	1653461	UMH Properties, Inc.		9.7				25-MAR-2021		25-MAR-2030		UMH Properties, Inc.		71760.0				71760.0				D			
0000752642-24-000037	1653462	UMH Properties, Inc.		13.9				02-APR-2020		02-APR-2029		UMH Properties, Inc.		100000.0				100000.0				D			
0000950170-24-038041	1653604	Class B Common Stock			F12				F12		F12	Class A Common Stock		1961668.0				1961668.0				I		Shares owned by LLC	F13
0000950170-24-038021	1653560	Employee Stock Option (right to buy)		5.77					F3	27-JAN-2033		Common Shares		38205.0								D			
0000950170-24-038021	1653559	Employee Stock Option (right to buy)		7.74					F2	08-MAR-2032		Common Shares		99383.0								D			
0000752642-24-000036	1653479	UMH Properties, Inc.		13.09				02-APR-2019		02-APR-2028		UMH Properties, Inc.		100000.0				100000.0				D			
0000752642-24-000036	1653478	UMH Properties, Inc.		13.9				02-APR-2020		02-APR-2029		UMH Properties, Inc.		100000.0				100000.0				D			
0000752642-24-000036	1653477	UMH Properties, Inc.		9.7				25-MAR-2021		25-MAR-2030		UMH Properties, Inc.		100000.0				100000.0				D			
0000752642-24-000036	1653476	UMH Properties, Inc.		22.57				14-JUL-2022		14-JUL-2031		UMH Properties, Inc.		100000.0				100000.0				D			
0000752642-24-000036	1653475	UMH Properties, Inc.		18.52				09-SEP-2023		09-SEP-2032		UMH Properties, Inc.		100000.0				100000.0				D			
0000752642-24-000036	1653474	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		75000.0				75000.0				D			
0000752642-24-000036	1653480	UMH Properties, Inc.		15.04				04-APR-2018		04-APR-2027		UMH Properties, Inc.		100000.0				100000.0				D			
0000752642-24-000035	1653542	UMH Properties, Inc.		9.77				05-APR-2017		05-APR-2024		UMH Properties, Inc.		20000.0				20000.0				D			
0000752642-24-000035	1653541	UMH Properties, Inc.		15.04				04-APR-2018		04-APR-2027		UMH Properties, Inc.		20000.0				20000.0				D			
0000752642-24-000035	1653540	UMH Properties, Inc.		13.09				02-APR-2019		02-APR-2028		UMH Properties, Inc.		20000.0				20000.0				D			
0000752642-24-000035	1653539	UMH Properties, Inc.		11.42				02-JAN-2020		02-JAN-2029		UMH Properties, Inc.		40000.0				40000.0				D			
0000752642-24-000035	1653538	UMH Properties, Inc.		9.7				25-MAR-2021		25-MAR-2030		UMH Properties, Inc.		50000.0				50000.0				D			
0000752642-24-000035	1653537	UMH Properties, Inc.		22.57				14-JUL-2022		14-JUL-2031		UMH Properties, Inc.		50000.0				50000.0				D			
0000752642-24-000035	1653535	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		75000.0				75000.0				D			
0000752642-24-000035	1653536	UMH Properties, Inc.		23.81				28-MAR-2023		28-MAR-2032		UMH Properties, Inc.		39000.0				39000.0				D			
0001415889-24-009304	1653489	Stock Option (right to buy)		50.41					F2	01-FEB-2028		Common Stock		4339.0				4339.0				D			
0001415889-24-009304	1653490	Stock Option (right to buy)		66.06					F2	01-FEB-2030		Common Stock		4012.0				4012.0				D			
0001415889-24-009304	1653488	Stock Option (right to buy)		21.27					F2	01-FEB-2026		Common Stock		15000.0				15000.0				D			
0000752642-24-000034	1653519	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		75000.0				75000.0				D			
0000752642-24-000034	1653521	UMH Properties, Inc.		22.57				14-JUL-2022		14-JUL-2031		UMH Properties, Inc.		50000.0				50000.0				D			
0000752642-24-000034	1653520	UMH Properties, Inc.		23.81				28-MAR-2023		28-MAR-2032		UMH Properties, Inc.		39000.0				39000.0				D			
0000752642-24-000034	1653525	UMH Properties, Inc.		15.04				04-APR-2018		04-APR-2027		UMH Properties, Inc.		20000.0				20000.0				D			
0000752642-24-000034	1653522	UMH Properties, Inc.		9.7				25-MAR-2021		25-MAR-2030		UMH Properties, Inc.		30000.0				30000.0				D			
0000752642-24-000034	1653523	UMH Properties, Inc.		11.42				02-JAN-2020		02-JAN-2029		UMH Properties, Inc.		20000.0				20000.0				D			
0000752642-24-000034	1653524	UMH Properties, Inc.		13.09				02-APR-2019		02-APR-2028		UMH Properties, Inc.		20000.0				20000.0				D			
0000752642-24-000033	1653493	UMH Properties, Inc.		15.04				04-APR-2018		04-APR-2027		UMH Properties, Inc.		50000.0				50000.0				D			
0000752642-24-000033	1653492	UMH Properties, Inc.		13.09				02-APR-2019		02-APR-2028		UMH Properties, Inc.		50000.0				50000.0				D			
0000752642-24-000033	1653491	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		29500.0				29500.0				D			
0000752642-24-000033	1653494	UMH Properties, Inc.		14.25				19-JAN-2018		19-JAN-2027		UMH Properties, Inc.		50000.0				50000.0				D			
0000752642-24-000032	1653481	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		75000.0				75000.0				D			
0000752642-24-000032	1653482	UMH Properties, Inc.		23.81				28-MAR-2023		28-MAR-2032		UMH Properties, Inc.		39000.0				39000.0				D			
0000752642-24-000032	1653483	UMH Properties, Inc.		22.57				14-JUL-2022		14-JUL-2031		UMH Properties, Inc.		50000.0				50000.0				D			
0000752642-24-000032	1653487	UMH Properties, Inc.		14.25				19-JAN-2018		19-JAN-2027		UMH Properties, Inc.		10000.0				10000.0				D			
0000752642-24-000032	1653485	UMH Properties, Inc.		13.9				02-APR-2020		02-APR-2029		UMH Properties, Inc.		50000.0				50000.0				D			
0000752642-24-000032	1653486	UMH Properties, Inc.		15.04				04-APR-2018		04-APR-2027		UMH Properties, Inc.		50000.0				50000.0				D			
0000752642-24-000032	1653484	UMH Properties, Inc.		9.7				25-MAR-2021		25-MAR-2030		UMH Properties, Inc.		20000.0				20000.0				D			
0001683168-24-001790	1653561	Restricted Stock Units			F3				F3		F3	Common Stock		3787.0				3787.0				D			
0001683168-24-001790	1653563	Restricted Stock Units			F5				F5		F5	Common Stock		4977.0				4977.0				D			
0001683168-24-001790	1653562	Restricted Stock Units			F4				F4		F4	Common Stock		7170.0				7170.0				D			
0001593968-24-000507	1653392	Restricted Stock Unit		0.0	F1				F2		F3	Common Stock		1175.0								D			
0001593968-24-000507	1653391	Restricted Stock Unit		0.0	F1				F2		F3	Common Stock		576.0								D			
0001593968-24-000507	1653390	Restricted Stock Unit		0.0	F1				F2		F3	Common Stock		250.0								D			
0001593968-24-000507	1653389	Option (right to buy)		45.2				21-MAR-2019		21-MAR-2028		Common Stock		1310.0								D			
0001593968-24-000507	1653388	Option (right to buy)		39.06				16-NOV-2022		16-NOV-2031		Common Stock		1870.0								D			
0001593968-24-000507	1653386	Option (right to buy)		36.12				15-APR-2020		15-APR-2029		Common Stock		2280.0								D			
0001593968-24-000507	1653387	Option (right to buy)		25.51				17-NOV-2021		17-NOV-2030		Common Stock		4220.0								D			
0001701756-24-000062	1653432	Stock Options		1.51				27-FEB-2023		27-FEB-2033		Common Stock		25000.0	F2			25000.0				D			
0001701756-24-000056	1653331	Stock Options		1.51				27-FEB-2023		27-FEB-2033		Common Stock		25000.0	F2			25000.0				D			
0000350894-24-000046	1653238	Option to Purchase Common Stock		49.63				31-DEC-2017		13-DEC-2026		Common Stock		12500.0								D			
0000350894-24-000046	1653246	Option to Purchase Common Stock		62.0					F7	15-DEC-2033		Common Stock		20000.0								D			
0000350894-24-000046	1653245	Option to Purchase Common Stock		61.81					F6	05-DEC-2032		Common Stock		20000.0								D			
0000350894-24-000046	1653244	Option to Purchase Common Stock		60.46					F5	10-DEC-2031		Common Stock		25000.0								D			
0000350894-24-000046	1653243	Option to Purchase Common Stock		56.54					F4	08-DEC-2030		Common Stock		75000.0								D			
0000350894-24-000046	1653242	Option to Purchase Common Stock		64.43					F3	09-DEC-2029		Common Stock		20000.0								D			
0000350894-24-000046	1653241	Option to Purchase Common Stock		48.47					F3	11-DEC-2028		Common Stock		25000.0								D			
0000350894-24-000046	1653240	Option to Purchase Common Stock		71.12					F2	12-DEC-2027		Common Stock		25000.0								D			
0000350894-24-000046	1653239	Option to Purchase Common Stock		49.63				31-DEC-2019		13-DEC-2026		Common Stock		12500.0								D			
0000350894-24-000046	1653237	Option to Purchase Common Stock		53.34				31-DEC-2018		08-DEC-2025		Common Stock		7500.0								D			
0000350894-24-000046	1653236	Option to Purchase Common Stock		53.34				31-DEC-2017		08-DEC-2025		Common Stock		7500.0								D			
0000350894-24-000046	1653235	Option to Purchase Common Stock		40.64				31-DEC-2021		09-DEC-2024		Common Stock		2000.0								D			
0000350894-24-000044	1653204	Option to Purchase Common Stock		53.34				31-DEC-2018		08-DEC-2025		Common Stock		6250.0								D			
0000350894-24-000044	1653205	Option to Purchase Common Stock		49.63				31-DEC-2017		13-DEC-2026		Common Stock		8750.0								D			
0000350894-24-000044	1653206	Option to Purchase Common Stock		49.63				31-DEC-2019		13-DEC-2026		Common Stock		8750.0								D			
0000350894-24-000044	1653207	Option to Purchase Common Stock		71.12					F2	12-DEC-2027		Common Stock		15000.0								D			
0000350894-24-000044	1653208	Option to Purchase Common Stock		48.47					F3	11-DEC-2028		Common Stock		17000.0								D			
0000350894-24-000044	1653209	Option to Purchase Common Stock		64.43					F3	09-DEC-2029		Common Stock		20000.0								D			
0000350894-24-000044	1653210	Option to Purchase Common Stock		56.54					F4	08-DEC-2030		Common Stock		35000.0								D			
0000350894-24-000044	1653202	Option to Purchase Common Stock		40.64				31-DEC-2021		09-DEC-2024		Common Stock		5000.0								D			
0000350894-24-000044	1653203	Option to Purchase Common Stock		53.34				31-DEC-2017		08-DEC-2025		Common Stock		6250.0								D			
0000350894-24-000044	1653213	Option to Purchase Common Stock		62.0					F7	15-DEC-2033		Common Stock		25000.0								D			
0000350894-24-000044	1653212	Option to Purchase Common Stock		61.81					F6	05-DEC-2032		Common Stock		13500.0								D			
0000350894-24-000044	1653211	Option to Purchase Common Stock		60.46					F5	10-DEC-2031		Common Stock		45000.0								D			
0000350894-24-000044	1653201	Option to Purchase Common Stock		40.64				31-DEC-2017		09-DEC-2024		Common Stock		5000.0								D			
0001415889-24-009285	1653416	Series C Preferred Stock			F2				F2		F2	Common Stock		366300.0								D			
0001415889-24-009285	1653415	Series B Preferred Stock			F1				F1		F1	Common Stock		189933.0								D			
0000950103-24-004510	1653192	Class B Common Stock	F15		F15				F15		F15	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F18
0000950103-24-004510	1653190	Class B Common Stock	F15		F15				F15		F15	Class A Common Stock		3388197.0				3388197.0				I		By Mark Zuckerberg, Trustee Of The Mark Zuckerberg Trust Dated July 7, 2006	F16
0000950103-24-004510	1653191	Class B Common Stock	F15		F15				F15		F15	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F17
0000950103-24-004508	1653219	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F24
0000950103-24-004508	1653220	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F25
0000950103-24-004504	1653257	Class B Common Stock	F18		F18				F18		F18	Class A Common Stock		32570.0				32570.0				I		By Chan Zuckerberg Initiative Foundation	F19
0000950103-24-004504	1653259	Class B Common Stock	F18		F18				F18		F18	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F21
0000950103-24-004504	1653260	Class B Common Stock	F18		F18				F18		F18	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F22
0000950103-24-004504	1653258	Class B Common Stock	F18		F18				F18		F18	Class A Common Stock		3401122.0				3401122.0				I		By Mark Zuckerberg, Trustee Of The Mark Zuckerberg Trust Dated July 7, 2006	F20
0000950103-24-004501	1653356	Class B Common Stock	F31		F31				F31		F31	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F32
0000950103-24-004501	1653357	Class B Common Stock	F31		F31				F31		F31	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F33
0000950103-24-004499	1653217	Class B Common Stock	F27		F27				F27		F27	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F28
0000950103-24-004499	1653218	Class B Common Stock	F27		F27				F27		F27	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F29
0001415889-24-009276	1653293	Series B Preferred Stock			F1				F1		F1	Common Stock		153846.0								I		See footnotes	F3, F4
0001415889-24-009276	1653292	Series B Preferred Stock			F1				F1		F1	Common Stock		871794.0								I		See footnotes	F3, F2
0001415889-24-009276	1653294	Series C Preferred Stock			F1				F1		F1	Common Stock		716118.0								I		See footnotes	F3, F2
0001415889-24-009276	1653295	Series C Preferred Stock			F1				F1		F1	Common Stock		126373.0								I		See footnotes	F3, F4
0000950170-24-037509	1653313	Stock Option		8.19					F4	14-FEB-2034		Common Stock		36852.0								D			
0000950170-24-037509	1653312	Stock Option		4.1					F3	12-JUN-2033		Common Stock		54871.0								D			
0000950170-24-037509	1653311	Stock Option		4.1					F2	05-DEC-2031		Common Stock		19948.0								D			
0000950170-24-037509	1653310	Stock Option		4.1					F1	14-SEP-2031		Common Stock		82051.0								D			
